val1,type1,val2,type2,name_similarity,username_similarity,exact_match,email_username_match,shared_findings_count,shared_domains,label
+916374356902,phone,rajesh jones,name,0.0,0.0,0.0,0.0,0,0.0,0
+916698443238,phone,user_5876,username,0.091,0.0,0.0,0.0,0,0.0,0
+916534380403,phone,+916554351265,phone,0.0,0.0,0.0,0.0,0,0.0,0
rahul77,username,rahul@customlab.org,email,0.833,0.0,0.0,0.0,0,0.0,1
saramillersite.com,domain,sraa miller,name,0.483,0.0,0.0,0.0,0,0.0,1
elenasatosite.com,domain,ken37@yahoo.com,email,0.0,0.0,0.0,0.0,0,0.0,0
+917912548711,phone,michaeltanakasite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
contact_9677@hotmail.com,email,contact_3629@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,0
rajesh97@hotmail.com,email,hacker_lisa_patel,username,0.24,0.0,0.0,0.0,0,0.0,0
+917327141441,phone,amit sharma,name,0.0,0.0,0.0,0.0,0,0.0,0
+917871714345,phone,lisa48,username,0.105,0.0,0.0,0.0,0,0.0,0
+918733759412,phone,michael_sharma@yahoo.com,email,0.0,0.0,0.0,0.0,0,0.0,0
contact_638@outlook.com,email,user_2258,username,0.2,0.0,0.0,0.0,0,0.0,0
+916108364612,phone,site_3698.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
rajesh singh,name,elena35@yahoo.com,email,0.211,0.0,0.0,0.0,0,0.0,0
hacker_rajesh64dev.org,domain,rajeshsmithsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,1
rajesh_miller,username,yuki_ahmed,username,0.348,0.348,0.0,0.0,0,0.0,0
site_2088.com,domain,yuki miller,name,0.167,0.0,0.0,0.0,0,0.0,0
ahul patel,name,hackerj_rahul77,username,0.32,0.0,0.0,0.0,3,0.0,1
contact_2382@yahoo.com,email,contact_8157@yahoo.com,email,0.0,0.0,0.0,0.0,0,0.0,0
yuki ahmed,name,rajesh singh,name,0.364,0.0,0.0,0.0,0,0.0,0
user_9385,username,site_7075.com,domain,0.364,0.0,0.0,0.0,0,0.0,0
+919376816771,phone,+917047187022,phone,0.0,0.0,0.0,0.0,0,0.0,0
+916828219810,phone,user_2447,username,0.091,0.0,0.0,0.0,0,0.0,0
yukiwilliamssite.com,domain,+917047187022,phone,0.0,0.0,0.0,0.0,0,0.0,0
priya39@gmail.com,email,priyalabs.net,domain,0.0,0.0,0.0,0.0,3,0.0,1
sara@customlab.org,email,hacker_sara_smith,username,0.381,0.0,0.0,0.0,0,0.0,1
site_959.com,domain,contact_1578@gmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
michael_sharmacoder,username,michael_shaxrma,username,0.824,0.824,0.0,0.0,1,0.0,1
user_4892,username,ananya tanaka,name,0.0,0.0,0.0,0.0,0,0.0,0
rajeshmillersite.com,domain,michaeltanakasite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
+917047187022,phone,+919310858477,phone,0.0,0.0,0.0,0.0,0,0.0,0
saramillersite.com,domain,john_ahmed@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
janesatosite.com,domain,lisa patel,name,0.308,0.0,0.0,0.0,1,0.0,0
site_1154.com,domain,contact_8591@outlook.com,email,0.0,0.0,0.0,0.0,0,0.0,0
site_2155.com,domain,john brown,name,0.087,0.0,0.0,0.0,0,0.0,0
priya williams,name,john_garcia@outlook.com,email,0.24,0.0,0.0,0.0,0,0.0,0
lisa brown,name,yuki_devi@outlook.com,email,0.105,0.0,0.0,0.0,0,0.0,0
+916128841576,phone,+916332285881,phone,0.0,0.0,0.0,0.0,0,0.0,0
hacker_carlos_shara,username,carloslabs.net,domain,0.424,0.0,0.0,0.0,0,0.0,1
+918981347325,phone,hacker_rajesh64dev.org,domain,0.0,0.0,0.0,0.0,1,0.0,1
fatima83@outlook.com,email,+17175203672,phone,0.0,0.0,0.0,0.0,0,0.0,1
contact_8741@yahoo.com,email,contact_7463@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,0
amit_sharmacoder,username,aimt_sharma,username,0.741,0.741,0.0,0.0,0,0.0,1
ken80@gmail.com,email,jane singh,name,0.267,0.0,0.0,0.0,0,0.0,0
amit_sharma@proton.me,email,michaelbrownsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
user_8795,username,+916636905477,phone,0.182,0.0,0.0,0.0,0,0.0,0
rajesh singh,name,rajseh_singh,username,0.833,0.0,0.0,0.0,0,0.0,1
+918687709408,phone,lisa_ahmed@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,1
hacker_mixchael_brown,username,michaellabs.net,domain,0.5,0.0,0.0,0.0,2,0.0,1
site_3404.com,domain,rajesh sharma,name,0.154,0.0,0.0,0.0,0,0.0,0
rajeshmartinezsite.com,domain,carlossharmasite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
elena35@yahoo.com,email,elnea35,username,0.857,0.0,0.0,0.0,3,0.0,1
rajesh_miller@proton.me,email,rajesh miler,name,0.48,0.0,0.0,0.0,1,0.0,1
contact_156@hotmail.com,email,site_3752.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
site_7458.com,domain,user_9095,username,0.364,0.0,0.0,0.0,0,0.0,0
rajesh khan,name,amit_sharma,username,0.364,0.0,0.0,0.0,0,0.0,0
hacker_ken_gupta,username,ken_gupat,username,0.64,0.64,0.0,0.0,1,0.0,1
hacker_john_ahmed@johnsite.net,email,hcaker_john_ahmed,username,0.941,0.0,0.0,0.0,1,0.0,1
yukiwilliamssite.com,domain,janesinghsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
john smith,name,john15,username,0.5,0.0,0.0,0.0,2,0.0,1
lisa_patel@outlook.com,email,david38,username,0.118,0.0,0.0,0.0,1,0.0,0
lisabrownsite.com,domain,lisa77@yahoo.com,email,0.0,0.0,0.0,0.0,1,0.0,1
+917107621714,phone,michael_tanaka@gmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
+916759229683,phone,user_4943,username,0.182,0.0,0.0,0.0,0,0.0,0
elenatanakasite.com,domain,+918318297467,phone,0.0,0.0,0.0,0.0,0,0.0,0
rajesh_gupta@outlook.com,email,ananya_khan@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,0
jane_snigh,username,_jane singh,name,0.762,0.0,0.0,0.0,2,0.0,1
hacker_carlos_sharma,username,amit_sharma,username,0.516,0.516,0.0,0.0,0,0.0,0
yuki williams,name,ali42coder,username,0.174,0.0,0.0,0.0,0,0.0,0
+12009735927,phone,rajesh_martinez@rajeshsite.net,email,0.0,0.0,0.0,0.0,3,0.0,1
user_5573,username,+916458086717,phone,0.182,0.0,0.0,0.0,0,0.0,0
lisaahmedsite.com,domain,+919666362423,phone,0.0,0.0,0.0,0.0,0,0.0,0
+919596703526,phone,michael_brown@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
+919589711983,phone,amit_sharma@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,0
michael shara,name,michael_shaxrma,username,0.857,0.0,0.0,0.0,2,0.0,1
ke3n7,username,ken3,username,0.667,0.667,0.0,0.0,1,0.0,1
john garcia,name,john gacia,name,0.952,0.0,0.0,0.0,1,0.0,1
site_6572.com,domain,contact_6975@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,0
jane@customlab.org,email,+18219476000,phone,0.0,0.0,0.0,0.0,0,0.0,1
site_9519.com,domain,contact_2697@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
sraa88coder,username,sra8l8,username,0.588,0.588,0.0,0.0,1,0.0,1
fatimadevisite.com,domain,kengarciasite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
+919733959353,phone,lisa devi,name,0.0,0.0,0.0,0.0,0,0.0,0
sara miller,name,+918335090736,phone,0.0,0.0,0.0,0.0,0,0.0,0
+919666362423,phone,michaelsharmasite.com,domain,0.0,0.0,0.0,0.0,2,0.0,1
contact_7143@yahoo.com,email,neha johnson,name,0.25,0.0,0.0,0.0,0,0.0,0
carlos garcia,name,contact_7251@gmail.com,email,0.32,0.0,0.0,0.0,0,0.0,0
robert sato,name,+916609839144,phone,0.0,0.0,0.0,0.0,0,0.0,0
rgajesh6,username,+15030176043,phone,0.1,0.0,0.0,0.0,2,0.0,1
priya_williams@yahoo.com,email,pria williams,name,0.889,0.0,0.0,0.0,2,0.0,1
user_5340,username,neha smith,name,0.105,0.0,0.0,0.0,0,0.0,0
david kumar,name,site_2989.com,domain,0.167,0.0,0.0,0.0,0,0.0,0
jane35@gmail.com,email,yukiwilliamssite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
+919323536905,phone,sara88,username,0.0,0.0,0.0,0.0,0,0.0,0
user_637,username,+916666141412,phone,0.095,0.0,0.0,0.0,1,0.0,0
hacker_emily_brown,username,emily_brown@yahoo.com,email,0.759,0.0,0.0,0.0,0,0.0,1
hacker_rajesh64,username,hacker_rajesh64dev.org,domain,0.811,0.0,0.0,0.0,0,0.0,1
rajesh gupta,name,+15901077071,phone,0.0,0.0,0.0,0.0,0,0.0,1
carlos patel,name,user_6800,username,0.19,0.0,0.0,0.0,0,0.0,0
rajeshmillersite.com,domain,hacker_rajesh_millxer,username,0.585,0.0,0.0,0.0,1,0.0,1
ali42@proton.me,email,lisapatelsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
fatimatanakasite.com,domain,david38@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
hackerb_sara_smith,username,+16443294810,phone,0.0,0.0,0.0,0.0,3,0.0,1
rgajesh6,username,+917871714345,phone,0.0,0.0,0.0,0.0,0,0.0,1
michael_williams,username,jken80,username,0.091,0.091,0.0,0.0,0,0.0,0
site_3136.com,domain,user_5027,username,0.273,0.0,0.0,0.0,0,0.0,0
fatimadevisite.com,domain,ananya_khan@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,0
+918733759412,phone,hacker_john_ahmed,username,0.0,0.0,0.0,0.0,0,0.0,0
+916131372127,phone,user_1391,username,0.273,0.0,0.0,0.0,0,0.0,0
emilylabs.net,domain,emilyb_rown,username,0.583,0.0,0.0,0.0,0,0.0,1
amit johnson,name,emily sharma,name,0.333,0.0,0.0,0.0,0,0.0,0
sraa88coder,username,sara88coder,username,0.909,0.909,0.0,0.0,1,0.0,1
ail42,username,ali42cder,username,0.571,0.571,0.0,0.0,0,0.0,1
contact_1274@outlook.com,email,site_2362.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
ananya_khan@proton.me,email,rajesh_martinez,username,0.308,0.0,0.0,0.0,0,0.0,0
michael_williams,username,priyabrownsite.com,domain,0.294,0.0,0.0,0.0,0,0.0,0
lisa_patle,username,lisa_ahmed@proton.me,email,0.7,0.0,0.0,0.0,0,0.0,0
+916148341886,phone,user_5340,username,0.182,0.0,0.0,0.0,0,0.0,0
rajesh_gupta@outlook.com,email,amitjohnsonsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
ken80,username,kn80,username,0.889,0.889,0.0,0.0,1,0.0,1
john johnson,name,amit sharma,name,0.174,0.0,0.0,0.0,0,0.0,0
+918338710195,phone,john_garcia@outlook.com,email,0.0,0.0,0.0,0.0,0,0.0,0
site_9930.com,domain,user_4062,username,0.364,0.0,0.0,0.0,0,0.0,0
hacker_michael_tanaka,username,michael_tanka,username,0.765,0.765,0.0,0.0,1,0.0,1
elena51,username,+917047187022,phone,0.1,0.0,0.0,0.0,0,0.0,0
+13361204236,phone,+919387772934,phone,0.0,0.0,0.0,0.0,2,0.0,1
site_1842.com,domain,priya davis,name,0.167,0.0,0.0,0.0,0,0.0,0
rajesh_miller@proton.me,email,lisa92@gmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
hackerfatima83,username,fatma83,username,0.667,0.667,0.0,0.0,0,0.0,1
lisa_ahmed,username,lisa amed,name,0.421,0.0,0.0,0.0,2,0.0,1
+916595578667,phone,user_6960,username,0.273,0.0,0.0,0.0,0,0.0,0
janejohnsonsite.com,domain,hacker_jane_johnsno,username,0.579,0.0,0.0,0.0,1,0.0,1
lisa92,username,lisa tanaka,name,0.471,0.0,0.0,0.0,0,0.0,1
lisadevisite.com,domain,michaeltanakasite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
lisa sato,name,+916554351265,phone,0.0,0.0,0.0,0.0,0,0.0,0
ken3,username,kenlabs.net,domain,0.4,0.0,0.0,0.0,0,0.0,1
site_8612.com,domain,site_5216.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
lisa77@lisasite.net,email,lisa770,username,0.923,0.0,0.0,0.0,0,0.0,1
user_3809,username,user_2528,username,0.667,0.667,0.0,0.0,0,0.0,0
ananyakhansite.com,domain,+13420505754,phone,0.0,0.0,0.0,0.0,0,0.0,1
rahul davis,name,emily sato,name,0.286,0.0,0.0,0.0,0,0.0,0
site_5008.com,domain,site_3826.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
ali_ahmed,username,jane_singh@gmail.com,email,0.316,0.0,0.0,0.0,0,0.0,0
hacker_michael_tanaka,username,michael tanaka,name,0.743,0.0,0.0,0.0,1,0.0,1
yuki devi,name,john smith,name,0.211,0.0,0.0,0.0,0,0.0,0
michaelwilliamssite.com,domain,rajeshmartinezsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
michael brown,name,+918318297467,phone,0.0,0.0,0.0,0.0,0,0.0,0
jane_johnson@janesite.net,email,jane johnson,name,0.917,0.0,0.0,0.0,1,0.0,1
site_6137.com,domain,site_5981.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
rajeshmartinezsite.com,domain,rajesh martinz,name,0.444,0.0,0.0,0.0,1,0.0,1
user_965,username,michael miller,name,0.182,0.0,0.0,0.0,0,0.0,0
john51,username,john15,username,0.833,0.833,0.0,0.0,1,0.0,1
lisa92@gmail.com,email,+917684885731,phone,0.0,0.0,0.0,0.0,0,0.0,0
johnlabs.net,domain,john_garica,username,0.435,0.0,0.0,0.0,2,0.0,1
+919376816771,phone,hackr_yuki_ahmed,username,0.0,0.0,0.0,0.0,1,0.0,1
yuki_devi@outlook.com,email,yuki williams,name,0.364,0.0,0.0,0.0,0,0.0,0
fatimalabs.net,domain,faitma70,username,0.455,0.0,0.0,0.0,1,0.0,1
user_2051,username,contact_1912@gmail.com,email,0.19,0.0,0.0,0.0,0,0.0,0
lisa devi,name,priya_williams@yahoo.com,email,0.348,0.0,0.0,0.0,0,0.0,0
contact_4926@gmail.com,email,contact_7294@gmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
sara brown,name,site_8188.com,domain,0.087,0.0,0.0,0.0,0,0.0,0
user_7237,username,michael patel,name,0.091,0.0,0.0,0.0,0,0.0,0
rajesh97@hotmail.com,email,elena35@yahoo.com,email,0.0,0.0,0.0,0.0,2,0.0,0
jken80,username,michael_williams,username,0.091,0.091,0.0,0.0,0,0.0,0
rajesh_miller@rajeshsite.net,email,rajesh miler,name,0.48,0.0,0.0,0.0,0,0.0,1
hacker_michael_brown,username,+919457189042,phone,0.0,0.0,0.0,0.0,2,0.0,1
+16526174328,phone,+919804281916,phone,0.0,0.0,0.0,0.0,2,0.0,1
+919916712744,phone,rajeshsmithsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
site_6119.com,domain,priya sato,name,0.261,0.0,0.0,0.0,0,0.0,0
al kumar,name,ali42@proton.me,email,0.308,0.0,0.0,0.0,1,0.0,1
site_6150.com,domain,contact_2784@outlook.com,email,0.0,0.0,0.0,0.0,0,0.0,0
michael brown,name,+918183223644,phone,0.0,0.0,0.0,0.0,0,0.0,0
ojhn ahmed,name,johnahmedsite.com,domain,0.444,0.0,0.0,0.0,1,0.0,1
user_3724,username,user_1364,username,0.778,0.778,0.0,0.0,0,0.0,0
hacker_jane_singh,username,ken garcia,name,0.37,0.0,0.0,0.0,0,0.0,0
+916504540858,phone,site_943.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
user_4524,username,+916369270947,phone,0.182,0.0,0.0,0.0,0,0.0,0
ken3,username,carlos_sharma@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
john ahmed,name,hcaker_john_ahmed,username,0.444,0.0,0.0,0.0,2,0.0,1
contact_2472@yahoo.com,email,contact_8104@outlook.com,email,0.0,0.0,0.0,0.0,0,0.0,0
user_4946,username,user_3732,username,0.556,0.556,0.0,0.0,0,0.0,0
+917265935870,phone,+18022317079,phone,0.0,0.0,0.0,0.0,1,0.0,1
lisapatelsite.com,domain,fatim83,username,0.333,0.0,0.0,0.0,0,0.0,0
yukiwilliamssite.com,domain,+919387772934,phone,0.0,0.0,0.0,0.0,0,0.0,0
ali42,username,ai4l2,username,0.8,0.8,0.0,0.0,2,0.0,1
+916682006644,phone,user_7792,username,0.182,0.0,0.0,0.0,0,0.0,0
rajesh68coder,username,rajesh68c8oder,username,0.963,0.963,0.0,0.0,0,0.0,1
+916513898037,phone,contact_9349@gmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
user_3920,username,user_3658,username,0.667,0.667,0.0,0.0,0,0.0,0
yuki_ahmed@outlook.com,email,yuki_ahmed,username,1.0,0.0,0.0,1.0,2,0.0,1
lisa brown,name,kenguptasite.com,domain,0.154,0.0,0.0,0.0,0,0.0,0
+919640160203,phone,janelabs.net,domain,0.0,0.0,0.0,0.0,1,0.0,1
fatma83,username,+919994107253,phone,0.1,0.0,0.0,0.0,0,0.0,1
+919376816771,phone,ken jones,name,0.0,0.0,0.0,0.0,0,0.0,0
+917107621714,phone,michael_williamsdev.org,domain,0.0,0.0,0.0,0.0,1,0.0,1
lisaahmedsite.com,domain,elenasatosite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
lisa48,username,+919323536905,phone,0.0,0.0,0.0,0.0,0,0.0,0
priya brown,name,+919457189042,phone,0.0,0.0,0.0,0.0,0,0.0,0
user_2987,username,contact_1244@yahoo.com,email,0.19,0.0,0.0,0.0,0,0.0,0
emily davis,name,site_1167.com,domain,0.25,0.0,0.0,0.0,0,0.0,0
contact_431@outlook.com,email,fatima khan,name,0.182,0.0,0.0,0.0,0,0.0,0
elenasatosite.com,domain,+919837615419,phone,0.0,0.0,0.0,0.0,0,0.0,0
contact_5723@yahoo.com,email,yuki garcia,name,0.174,0.0,0.0,0.0,0,0.0,0
rajesh68,username,rahul77,username,0.4,0.4,0.0,0.0,0,0.0,0
hacker_emily_brown@emilysite.net,email,emily_rbwon,username,0.621,0.0,0.0,0.0,0,0.0,1
michael@customlab.org,email,michael_williams@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,1
contact_281@yahoo.com,email,user_6827,username,0.2,0.0,0.0,0.0,0,0.0,0
+17833385519,phone,prizya39,username,0.2,0.0,0.0,0.0,2,0.0,1
+919457189042,phone,michael_borwn@michaelsite.net,email,0.0,0.0,0.0,0.0,0,0.0,1
+919994107253,phone,rajeshkhansite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
david singh,name,davidlabs.net,domain,0.583,0.0,0.0,0.0,0,0.0,1
elena sato,name,+918338710195,phone,0.0,0.0,0.0,0.0,0,0.0,0
rajesh miller,name,sara miller,name,0.75,0.0,0.0,0.0,0,0.0,0
lisa johnson,name,+916553376752,phone,0.0,0.0,0.0,0.0,0,0.0,0
site_674.com,domain,contact_5112@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
raul77,username,rahul patel,name,0.471,0.0,0.0,0.0,0,0.0,1
user_8713,username,contact_2584@hotmail.com,email,0.19,0.0,0.0,0.0,0,0.0,0
sraa_smtih,username,hackerb_sara_smith,username,0.571,0.571,0.0,0.0,1,0.0,1
+919376816771,phone,jken80,username,0.105,0.0,0.0,0.0,0,0.0,0
+919589711983,phone,saramillersite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
user_3040,username,site_4868.com,domain,0.364,0.0,0.0,0.0,0,0.0,0
miqchael_willias,username,mihcael williams,name,0.812,0.0,0.0,0.0,2,0.0,1
michael_sharmacoder@michaelsite.net,email,michael_sharmacoder,username,1.0,0.0,0.0,1.0,0,0.0,1
contact_9320@yahoo.com,email,+916694836488,phone,0.0,0.0,0.0,0.0,0,0.0,0
+916031186796,phone,+916806047687,phone,0.0,0.0,0.0,0.0,0,0.0,0
hacker_priya76,username,priya76@proton.me,email,0.667,0.0,0.0,0.0,0,0.0,1
+917265935870,phone,lisabrownsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
emilybrownsite.com,domain,yuki_williams@gmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
lisapatelsite.com,domain,+918335090736,phone,0.0,0.0,0.0,0.0,0,0.0,1
yukilabs.net,domain,yuki@customlab.org,email,0.0,0.0,0.0,0.0,1,0.0,1
lisa48,username,rajesh68,username,0.286,0.286,0.0,0.0,0,0.0,0
+917430387833,phone,jane sato,name,0.0,0.0,0.0,0.0,0,0.0,0
ananya_khan@proton.me,email,elena35@yahoo.com,email,0.0,0.0,0.0,0.0,2,0.0,0
ait_johnson,username,jane_johnson@hotmail.com,email,0.783,0.0,0.0,0.0,0,0.0,0
+917759419129,phone,yukiahmedsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
+917912548711,phone,ken gupta,name,0.0,0.0,0.0,0.0,0,0.0,0
user_4670,username,site_7555.com,domain,0.364,0.0,0.0,0.0,2,0.0,0
site_4159.com,domain,ali doe,name,0.2,0.0,0.0,0.0,0,0.0,0
emily gupta,name,+916051049846,phone,0.0,0.0,0.0,0.0,0,0.0,0
contact_9543@yahoo.com,email,+916886243969,phone,0.0,0.0,0.0,0.0,0,0.0,0
amit_sharma@proton.me,email,amit_sharma@amitsite.net,email,0.0,0.0,0.0,0.0,2,0.0,1
elena sato,name,priya_williamscoder,username,0.276,0.0,0.0,0.0,1,0.0,0
sara smith,name,lisa_ahmed,username,0.4,0.0,0.0,0.0,0,0.0,0
john gacia,name,john_garcia,username,0.476,0.0,0.0,0.0,1,0.0,1
fatdim83,username,+919994107253,phone,0.095,0.0,0.0,0.0,0,0.0,1
+919289245144,phone,elenalabs.net,domain,0.0,0.0,0.0,0.0,1,0.0,1
+919994107253,phone,rajesh97@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
rajesh_martinez,username,jane3,username,0.4,0.4,0.0,0.0,0,0.0,0
amit ojhnson,name,ait_johnson,username,0.783,0.0,0.0,0.0,2,0.0,1
michael williams,name,alikumarsite.com,domain,0.312,0.0,0.0,0.0,0,0.0,0
jane3,username,fatima_patel,username,0.235,0.235,0.0,0.0,0,0.0,0
johnlabs.net,domain,+919254703979,phone,0.0,0.0,0.0,0.0,0,0.0,1
john_ahmed,username,ojhn ahmed,name,0.5,0.0,0.0,0.0,2,0.0,1
